candidate_id,cite_key,entry_type,key_author,authors,author_kinds,title,year,venue_field,venue,doi,url
C0091,AIRacingTech2020AIRacing,misc,AIRacingTech,AI Racing Tech,corporate,AI Racing Tech,2020,howpublished,Official team website,,https://www.airacingtech.com/about-us
C0095,ALSunni2025LLAMPC,misc,AL-Sunni,Maitham F. AL-Sunni; Hassan Almubarak; Katherine Horng; John M. Dolan,personal;personal;personal;personal,LLA-MPC: Fast Adaptive Control for Autonomous Racing,2025,howpublished,arXiv,10.48550/arxiv.2505.19512,https://arxiv.org/abs/2505.19512
C0128,Althoff2017CommonRoadComposable,inproceedings,Althoff,Matthias Althoff; Markus Koschi; Stefanie Manzinger,personal;personal;personal,CommonRoad: Composable Benchmarks for Motion Planning on Roads,2017,booktitle,2017 IEEE Intelligent Vehicles Symposium (IV),10.1109/ivs.2017.7995802,
C0012,Alyaseri2024ComparativeAnalysis,article,Alyaseri,Sana Alyaseri; Andy Conner,personal;personal,Comparative Analysis of Metaheuristic Algorithms for Procedural Race Track Generation in Games,2024,journal,International Journal of Applied Metaheuristic Computing,10.4018/ijamc.350330,
C0081,Amini2022VISTA2,inproceedings,Amini,Alexander Amini; Tsun-Hsuan Wang; Igor Gilitschenski; Wilko Schwarting; Zhijian Liu; Song Han; Sertac Karaman; Daniela Rus,personal;personal;personal;personal;personal;personal;personal;personal,"VISTA 2.0: An Open, Data-driven Simulator for Multimodal Sensing and Policy Learning for Autonomous Vehicles",2022,booktitle,2022 International Conference on Robotics and Automation (ICRA),10.1109/icra46639.2022.9812276,
C0110,Arcaini2024CRAGCombinatorial,article,Arcaini,Paolo Arcaini; Ahmet Cetinkaya,personal;personal,CRAG – a combinatorial testing-based generator of road geometries for ADS testing,2024,journal,Science of Computer Programming,10.1016/j.scico.2024.103171,
C0102,Arnold2013TestingAutonomous,inproceedings,Arnold,James Arnold; Rob Alexander,personal;personal,Testing Autonomous Robot Control Software Using Procedural Content Generation,2013,booktitle,"Computer Safety, Reliability, and Security",10.1007/978-3-642-40793-2_4,
C0170,ASAM2024ASAMOpenDRIVE,misc,ASAM,ASAM e.V.,corporate,"ASAM OpenDRIVE BS 1.8.1 Specification, 2024-11-21",2024,howpublished,ASAM standard,,https://publications.pages.asam.net/standards/ASAM_OpenDRIVE/ASAM_OpenDRIVE_Specification/v1.8.1/specification/index.html
C0172,ASAM2024ASAMOpenSCENARIO,misc,ASAM,ASAM e.V.,corporate,"ASAM OpenSCENARIO® XML BS 1.3.0 Specification, 2024-03-07",2024,howpublished,ASAM standard,,https://publications.pages.asam.net/standards/ASAM_OpenSCENARIO/ASAM_OpenSCENARIO_XML/v1.3.0/index.html
C0169,ASAM2026ASAMOpenCRG,misc,ASAM,ASAM e.V.,corporate,ASAM OpenCRG 2.0.1,2026,howpublished,ASAM standard,,https://www.asam.net/standards/detail/opencrg/
C0007,ASAM2026ASAMOpenDRIVEa,misc,ASAM,ASAM e.V.,corporate,ASAM OpenDRIVE,2026,howpublished,ASAM,,https://www.asam.net/standards/detail/opendrive/
C0171,ASAM2026ASAMOpenDRIVEb,misc,ASAM,ASAM e.V.,corporate,ASAM OpenDRIVE BS 1.9.0 Specification,2026,howpublished,ASAM,,https://publications.pages.asam.net/standards/ASAM_OpenDRIVE/ASAM_OpenDRIVE_Specification/v1.9.0/specification/index.html
C0113,Ashlock2006EvolvingDiverse,inproceedings,Ashlock,D. A. Ashlock; T. W. Manikas; K. Ashenayi,personal;personal;personal,Evolving A Diverse Collection of Robot Path Planning Problems,2006,booktitle,2006 IEEE International Conference on Evolutionary Computation,10.1109/cec.2006.1688530,
C0134,Ayerdi2023RoadSignSBFT,inproceedings,Ayerdi,Jon Ayerdi; Aitor Arrieta; Miren Illarramendi,personal;personal;personal,RoadSign at the SBFT 2023 Tool Competition Cyber-Physical Systems Track,2023,booktitle,2023 IEEE/ACM International Workshop on Search-Based and Fuzz Testing (SBFT),10.1109/sbft59156.2023.00006,
C0018,Azad2023CLUTRCurriculum,inproceedings,Azad,Abdus Salam Azad; Izzeddin Gur; Jasper Emhoff; Nathaniel Alexis; Aleksandra Faust; Pieter Abbeel; Ion Stoica,personal;personal;personal;personal;personal;personal;personal,CLUTR: Curriculum Learning via Unsupervised Task Representation Learning,2023,booktitle,Proceedings of the 40th International Conference on Machine Learning,,https://proceedings.mlr.press/v202/azad23a.html
C0005,Barthet2023SolidRally,misc,Barthet,Matthew Barthet,personal,Solid-Rally-Plus,2023,howpublished,Official GitHub repository,,https://github.com/DiogoAABranco/Solid-Rally-Plus
C0004,Barthet2024ClosingAffective,inproceedings,Barthet,Matthew Barthet;Diogo Branco;Roberto Gallotta;Ahmed Khalifa;Georgios N. Yannakakis,personal;personal;personal;personal;personal,Closing the Affective Loop via Experience-Driven Reinforcement Learning Designers,2024,booktitle,2024 12th International Conference on Affective Computing and Intelligent Interaction (ACII),10.1109/acii63134.2024.00034,
C0096,Betz2022AutonomousVehicles,article,Betz,Johannes Betz; Hongrui Zheng; Alexander Liniger; Ugo Rosolia; Phillip Karle; Madhur Behl; Venkat Krovi; Rahul Mangharam,personal;personal;personal;personal;personal;personal;personal;personal,Autonomous Vehicles on the Edge: A Survey on Autonomous Vehicle Racing,2022,journal,IEEE Open Journal of Intelligent Transportation Systems,10.1109/ojits.2022.3181510,
C0086,Betz2023TUMAutonomous,article,Betz,Johannes Betz; Tobias Betz; Felix Fent; Maximilian Geisslinger; Alexander Heilmeier; Leonhard Hermansdorfer; Thomas Herrmann; Sebastian Huch; Phillip Karle; Markus Lienkamp; Boris Lohmann; Felix Nobis; Levent Ögretmen; Matthias Rowold; Florian Sauerbeck; Tim Stahl; Rainer Trauth; Frederik Werner; Alexander Wischnewski,personal;personal;personal;personal;personal;personal;personal;personal;personal;personal;personal;personal;personal;personal;personal;personal;personal;personal;personal,TUM autonomous motorsport: An autonomous racing software for the Indy Autonomous Challenge,2023,journal,Journal of Field Robotics,10.1002/rob.22153,
C0147,Bingham2019TowardMaritime,inproceedings,Bingham,Brian Bingham;Carlos Agüero;Michael McCarrin;Joseph Klamo;Joshua Malia;Kevin Allen;Tyler Lum;Marshall Rawson;Rumman Waqar,personal;personal;personal;personal;personal;personal;personal;personal;personal,Toward Maritime Robotic Simulation in Gazebo,2019,booktitle,OCEANS 2019 MTS/IEEE SEATTLE,10.23919/oceans40490.2019.8962724,
C0103,Birchler2023MachineLearning,article,Birchler,Christian Birchler;Sajad Khatiri;Bill Bosshard;Alessio Gambi;Sebastiano Panichella,personal;personal;personal;personal;personal,Machine learning-based test selection for simulation-based testing of self-driving cars software,2023,journal,Empirical Software Engineering,10.1007/s10664-023-10286-y,
C0024,Blattner2024DiversityGuided,inproceedings,Blattner,Timo Blattner;Christian Birchler;Timo Kehrer;Sebastiano Panichella,personal;personal;personal;personal,Diversity-guided Search Exploration for Self-driving Cars Test Generation through Frenet Space Encoding,2024,booktitle,Proceedings of the 17th ACM/IEEE International Workshop on Search-Based and Fuzz Testing,10.1145/3643659.3643926,
C0044,Bonab2019OptimizationBased,inproceedings,Bonab,Saeed Amirfarhangi Bonab; Ali Emadi,personal; personal,Optimization-based Path Planning for an Autonomous Vehicle in a Racing Track,2019,booktitle,IECON 2019 - 45th Annual Conference of the IEEE Industrial Electronics Society,10.1109/iecon.2019.8926856,
C0037,Braghin2008RaceDriver,article,Braghin,F. Braghin; F. Cheli; S. Melzi; E. Sabbioni,personal;personal;personal;personal,Race driver model,2008,journal,Computers & Structures,10.1016/j.compstruc.2007.04.028,
C0153,Brockman2016OpenAIGym,misc,Brockman,Greg Brockman; Vicki Cheung; Ludwig Pettersson; Jonas Schneider; John Schulman; Jie Tang; Wojciech Zaremba,personal;personal;personal;personal;personal;personal;personal,OpenAI Gym,2016,howpublished,arXiv,10.48550/arxiv.1606.01540,https://arxiv.org/abs/1606.01540
C0080,Brunnbauer2022LatentImagination,inproceedings,Brunnbauer,Axel Brunnbauer; Luigi Berducci; Andreas Brandstätter; Mathias Lechner; Ramin Hasani; Daniela Rus; Radu Grosu,personal; personal; personal; personal; personal; personal; personal,Latent Imagination Facilitates Zero-Shot Transfer in Autonomous Racing,2022,booktitle,2022 International Conference on Robotics and Automation (ICRA),10.1109/icra46639.2022.9811650,
C0187,BYUFRoStLabNodateHoloOcean1,misc,BYU FRoStLab,BYU FRoStLab,corporate,HoloOcean 1.0.0: Scenarios,,howpublished,HoloOcean 1.0.0 official documentation,,https://byu-holoocean.github.io/holoocean-docs/v1.0.0/usage/scenarios.html
C0151,Campos2015ProceduralGeneration,article,Campos,Carlos Campos; João Miguel Leitão; António Fernando Coelho,personal; personal; personal,Procedural Generation of Road Paths for Driving Simulation,2015,journal,International Journal of Creative Interfaces and Computer Graphics,10.4018/ijcicg.2015070103,
C0056,Cantarella2002MinimumRopelength,article,Cantarella,Jason Cantarella; Robert B. Kusner; John M. Sullivan,personal;personal;personal,On the minimum ropelength of knots and links,2002,journal,Inventiones mathematicae,10.1007/s00222-002-0234-y,
C0040,Cardamone2010SearchingOptimal,inproceedings,Cardamone,Luigi Cardamone;Daniele Loiacono;Pier Luca Lanzi;Alessandro Pietro Bardelli,personal;personal;personal;personal,Searching for the optimal racing line using genetic algorithms,2010,booktitle,Proceedings of the 2010 IEEE Conference on Computational Intelligence and Games,10.1109/itw.2010.5593330,
C0141,Cardamone2011InteractiveEvolution,inproceedings,Cardamone,Luigi Cardamone; Daniele Loiacono; Pier Luca Lanzi,personal;personal;personal,Interactive Evolution for the Procedural Generation of Tracks in a High-End Racing Game,2011,booktitle,Proceedings of the 13th annual conference on Genetic and evolutionary computation,10.1145/2001576.2001631,
C0003,Cardamone2015TrackGenInteractive,article,Cardamone,Luigi Cardamone; Pier Luca Lanzi; Daniele Loiacono,personal;personal;personal,TrackGen: An interactive track generator for TORCS and Speed-Dreams,2015,journal,Applied Soft Computing,10.1016/j.asoc.2014.11.010,
C0192,CARLA2021OpenDRIVEStandalone,misc,CARLA,CARLA Team,corporate,OpenDRIVE standalone mode,2021,howpublished,CARLA 0.9.12 documentation,,https://carla.readthedocs.io/en/0.9.12/adv_opendrive/
C0175,CARLANodateCARLAAutonomous,misc,CARLA,CARLA Leaderboard Team,corporate,CARLA Autonomous Driving Leaderboard 2.0,,howpublished,CARLA Leaderboard documentation and repositories,,https://leaderboard.carla.org/get_started_v2_0/
C0133,Castellano2021AnalysisRoad,inproceedings,Castellano,Ezequiel Castellano; Ahmet Cetinkaya; Paolo Arcaini,personal;personal;personal,Analysis of Road Representations in Search-Based Testing of Autonomous Driving Systems,2021,booktitle,"2021 IEEE 21st International Conference on Software Quality, Reliability and Security (QRS)",10.1109/qrs54544.2021.00028,https://ieeexplore.ieee.org/document/9724804/
C0045,CattoNodateBox2D,misc,Catto,Erin Catto,personal,Box2D,,howpublished,GitHub,,https://github.com/erincatto/box2d
C0084,Charles2025AdvancingAutonomous,inproceedings,Charles,Israel Charles; Hossein Maghsoumi; Yaser Fallah,personal;personal;personal,Advancing Autonomous Racing: A Comprehensive Survey of the Roboracer (F1TENTH) Platform,2025,booktitle,"2025 6th International Conference on Artificial Intelligence, Robotics and Control (AIRC)",10.1109/airc64931.2025.11077481,
C0054,Chen2008InteractiveProcedural,article,Chen,Guoning Chen; Gregory Esch; Peter Wonka; Pascal Müller; Eugene Zhang,personal;personal;personal;personal;personal,Interactive procedural street modeling,2008,journal,ACM Transactions on Graphics,10.1145/1360612.1360702,
C0140,Cheng2024ExtremeParkour,inproceedings,Cheng,Xuxin Cheng; Kexin Shi; Ananye Agarwal; Deepak Pathak,personal;personal;personal;personal,Extreme Parkour with Legged Robots,2024,booktitle,2024 IEEE International Conference on Robotics and Automation (ICRA),10.1109/icra57147.2024.10610200,https://arxiv.org/abs/2309.14341
C0047,ChickenKorma2022ChickenKormaTrack,misc,ChickenKorma,ChickenKorma,personal,ChickenKorma/Track-Generator,2022,howpublished,GitHub repository,,https://github.com/ChickenKorma/Track-Generator
C0205,Chitta2025SLEDGESynthesizing,inproceedings,Chitta,Kashyap Chitta;Daniel Dauner;Andreas Geiger,personal;personal;personal,SLEDGE: Synthesizing Driving Environments with Generative Models and Rule-Based Traffic,2025,booktitle,Computer Vision - ECCV 2024,10.1007/978-3-031-73235-5_4,
